Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
BLUE HORIZON,21 West Coast Crescent  #17-02,1,108,Strata,1270000,-,11759,1092,30-May-19,Condominium,99 Yrs From 14/08/2000,2005,Resale,Private,5,12,128045,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #12-13,1,47,Strata,750060,-,15959,1483,29-May-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,Private,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #04-20,1,92,Strata,1263600,-,13735,1276,28-May-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,Private,5,12,126752,West Region,Clementi
CARABELLE,65 West Coast Way  #09-28,1,88,Strata,1300000,-,14773,1372,27-May-19,Condominium,956 Yrs From 27/05/1928,2009,Resale,HDB,5,12,127022,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #35-02,1,119,Strata,1839510,-,15458,1436,25-May-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #19-01,1,57,Strata,894240,-,15688,1457,4-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #08-08,1,134,Strata,1845990,-,13776,1280,4-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,HDB,5,12,126751,West Region,Clementi
SEAHILL,119 West Coast Crescent  #07-06,1,80,Strata,1275000,-,15938,1481,4-Jul-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,Private,5,12,126777,West Region,Clementi
WESTCOVE CONDOMINIUM,16 West Coast Crescent  #04-02,1,102,Strata,980000,-,9608,893,4-Jul-19,Condominium,99 Yrs From 01/03/1995,1998,Resale,HDB,5,12,128044,West Region,Clementi
FABER HILLS,8 Faber Green,1,195,Land,3025000,-,15489,1439,4-Jul-19,Terrace House,Freehold,Unknown,Resale,Private,5,12,129264,West Region,Clementi
THE VISION,81 West Coast Crescent  #19-06,1,121,Strata,1670000,-,13802,1282,2-Jul-19,Condominium,99 Yrs From 25/06/2008,2014,Resale,Private,5,12,126794,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #09-07,1,47,Strata,719280,-,15304,1422,2-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #10-07,1,47,Strata,721710,-,15356,1427,2-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,Private,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #08-15,1,71,Strata,1058670,-,14911,1385,1-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
THE VISION,79 West Coast Crescent  #22-04,1,84,Strata,1250000,-,14881,1382,28-Jun-19,Condominium,99 Yrs From 25/06/2008,2014,Resale,Private,5,12,126793,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #06-18,1,118,Strata,1598940,-,13550,1259,27-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #19-09,1,89,Strata,1346220,-,15126,1405,27-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WESTCOVE CONDOMINIUM,16 West Coast Crescent  #03-02,1,106,Strata,1020000,-,9623,894,26-Jun-19,Condominium,99 Yrs From 01/03/1995,1998,Resale,Private,5,12,128044,West Region,Clementi
FREESIA WOODS,63 Sunset Way  #04-10,1,132,Strata,2000000,-,15152,1408,26-Jun-19,Condominium,Freehold,2003,Resale,Private,21,59,597088,West Region,Clementi
CLEMENTI PARK,137 Sunset Way  #05-09,1,182,Strata,2280000,-,12527,1164,25-Jun-19,Condominium,Freehold,1986,Resale,Private,21,59,597159,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #20-11,1,56,Strata,882900,-,15766,1465,25-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,Private,5,12,126751,West Region,Clementi
CLEMENTI PARK,135 Sunset Way  #02-10,1,216,Strata,2800000,-,12963,1204,24-Jun-19,Condominium,Freehold,1985,Resale,Private,21,59,597158,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #24-20,1,92,Strata,1369710,-,14888,1383,24-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #16-11,1,56,Strata,870750,-,15549,1445,24-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #05-18,1,118,Strata,1594080,-,13509,1255,23-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #13-11,1,56,Strata,835920,-,14927,1387,22-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #10-21,1,89,Strata,1245780,-,13998,1300,22-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
FABER CREST,50L Faber Heights  #03-79,1,117,Strata,1175000,-,10043,933,21-Jun-19,Condominium,99 Yrs From 12/06/1996,2001,Resale,HDB,5,12,129205,West Region,Clementi
N.A.,346B West Coast Road,1,166,Land,2800000,-,16867,1567,21-Jun-19,Terrace House,Freehold,1985,Resale,Private,5,12,127418,West Region,Clementi
SEAHILL,121 West Coast Crescent  #16-16,1,64,Strata,900000,-,14063,1306,21-Jun-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,HDB,5,12,126778,West Region,Clementi
THE PARC CONDOMINIUM,3 West Coast Walk  #03-08,1,121,Strata,1710000,-,14132,1313,20-Jun-19,Condominium,Freehold,2010,Resale,Private,5,12,127140,West Region,Clementi
MONTEREY PARK CONDOMINIUM,23 West Coast Rise  #06-04,1,127,Strata,1700000,-,13386,1244,20-Jun-19,Condominium,999 Yrs From 21/02/1885,2005,Resale,Private,5,12,127466,West Region,Clementi
THE TRILINQ,28B Jalan Lempeng  #22-19,1,103,Strata,1620000,-,15728,1461,20-Jun-19,Condominium,99 Yrs From 16/04/2012,2017,Resale,HDB,5,12,128809,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #03-06,1,57,Strata,781560,-,13712,1274,19-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #14-18,1,118,Strata,1639440,-,13894,1291,19-Jun-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
SEAHILL,121 West Coast Crescent  #17-15,1,80,Strata,1300000,-,16250,1510,17-Jun-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,HDB,5,12,126778,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #04-18,1,118,Strata,1589220,-,13468,1251,21-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #19-21,1,89,Strata,1307340,-,14689,1365,20-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
BLUE HORIZON,27 West Coast Crescent  #10-22,1,108,Strata,1230000,-,11389,1058,19-Jul-19,Condominium,99 Yrs From 14/08/2000,2005,Resale,HDB,5,12,128048,West Region,Clementi
REGENT PARK,22 Jalan Lempeng  #01-01,1,85,Strata,832650,-,9796,910,18-Jul-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,HDB,5,12,128803,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #21-11,1,56,Strata,886140,-,15824,1470,17-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
MONTEREY PARK CONDOMINIUM,27 West Coast Rise  #06-09,1,117,Strata,1480000,-,12650,1175,17-Jul-19,Condominium,999 Yrs From 21/02/1885,2005,Resale,HDB,5,12,127470,West Region,Clementi
MONTEREY PARK CONDOMINIUM,31 West Coast Rise  #06-19,1,116,Strata,1520000,-,13103,1217,17-Jul-19,Condominium,999 Yrs From 21/02/1885,2005,Resale,HDB,5,12,127474,West Region,Clementi
THE PARC CONDOMINIUM,9 West Coast Walk  #09-20,1,132,Strata,1880000,-,14242,1323,16-Jul-19,Condominium,Freehold,2010,Resale,HDB,5,12,127160,West Region,Clementi
HUNDRED TREES,93 West Coast Drive  #02-26,1,108,Strata,1550000,-,14352,1333,15-Jul-19,Condominium,956 Yrs From 27/05/1928,2013,Resale,N.A,5,12,128018,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #10-14,1,57,Strata,857790,-,15049,1398,14-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,Private,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #13-03,1,119,Strata,1643490,-,13811,1283,13-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
VARSITY PARK CONDOMINIUM,40 West Coast Road  #01-38,1,122,Strata,1380000,-,11311,1051,12-Jul-19,Condominium,99 Yrs From 03/05/2004,2008,Resale,Private,5,12,126843,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #31-17,1,99,Strata,1533330,-,15488,1439,12-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WESTCOVE CONDOMINIUM,12 West Coast Crescent  #05-01,1,112,Strata,1050000,-,9375,871,12-Jul-19,Condominium,99 Yrs From 01/03/1995,1998,Resale,Private,5,12,128042,West Region,Clementi
WEST BAY CONDOMINIUM,54 West Coast Crescent  #03-02,1,134,Strata,1190000,-,8881,825,11-Jul-19,Condominium,99 Yrs From 01/03/1991,1994,Resale,Private,5,12,128037,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #07-14,1,57,Strata,848070,-,14878,1382,11-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
VARSITY PARK CONDOMINIUM,42 West Coast Road  #05-41,1,185,Strata,2100000,-,11351,1055,11-Jul-19,Condominium,99 Yrs From 03/05/2004,2008,Resale,Private,5,12,126842,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #17-12,1,99,Strata,1474200,-,14891,1383,9-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
N.A.,6 Sunset Drive,1,618,Land,7600000,-,12300,1143,9-Jul-19,Detached House,Freehold,Unknown,Resale,Private,21,59,597466,West Region,Clementi
SEAHILL,119 West Coast Crescent  #16-02,1,105,Strata,1488888,-,14180,1317,9-Jul-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,HDB,5,12,126777,West Region,Clementi
REGENT PARK,26 Jalan Lempeng  #02-12,1,106,Strata,1150000,-,10849,1008,8-Jul-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,N.A,5,12,128805,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #14-21,1,89,Strata,1261980,-,14180,1317,7-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #21-12,1,99,Strata,1490400,-,15055,1399,6-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,HDB,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #34-17,1,99,Strata,1545480,-,15611,1450,6-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #07-05,1,71,Strata,1024650,-,14432,1341,6-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
THE PARC CONDOMINIUM,5 West Coast Walk  #13-09,1,132,Strata,1900000,-,14394,1337,5-Jul-19,Condominium,Freehold,2010,Resale,Private,5,12,127146,West Region,Clementi
WATERFRONT @ FABER,50 Faber Walk  #05-33,1,66,Strata,1038000,-,15727,1461,29-Jul-19,Apartment,99 Yrs From 17/09/2013,2017,Resale,HDB,5,12,128994,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #17-01,1,57,Strata,888570,-,15589,1448,29-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #07-18,1,118,Strata,1603800,-,13592,1263,29-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #09-18,1,118,Strata,1614330,-,13681,1271,29-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
THE STELLAR,10 West Coast Road  #03-08,1,129,Strata,1700000,-,13178,1224,29-Jul-19,Condominium,Freehold,2008,Resale,HDB,5,12,126822,West Region,Clementi
REGENT PARK,26 Jalan Lempeng  #03-19,1,107,Strata,1130000,-,10561,981,29-Jul-19,Condominium,99 Yrs From 01/12/1993,1997,Resale,Private,5,12,128805,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #18-09,1,89,Strata,1342170,-,15081,1401,28-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #31-10,1,71,Strata,1176930,-,16576,1540,28-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #05-03,1,119,Strata,1602990,-,13471,1251,27-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #24-21,1,89,Strata,1327590,-,14917,1386,27-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
FABER CREST,50D Faber Heights  #01-22,1,135,Strata,1250000,-,9259,860,24-Jul-19,Condominium,99 Yrs From 12/06/1996,2001,Resale,Private,5,12,129198,West Region,Clementi
CARABELLE,59 West Coast Way  #08-16,1,117,Strata,1750000,-,14957,1390,23-Jul-19,Condominium,956 Yrs From 27/05/1928,2009,Resale,Private,5,12,127019,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #05-05,1,71,Strata,1018980,-,14352,1333,23-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
N.A.,9 Sunset Drive,1,573,Land,6825000,-,11913,1107,23-Jul-19,Detached House,Freehold,Unknown,Resale,Private,21,59,597469,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #17-04,1,41,Strata,681210,-,16615,1544,22-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #24-12,1,99,Strata,1503360,-,15185,1411,19-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #24-10,1,71,Strata,1112940,-,15675,1456,19-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #34-02,1,119,Strata,1834650,-,15417,1432,19-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #14-03,1,119,Strata,1648350,-,13852,1287,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #21-15,1,71,Strata,1125900,-,15858,1473,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #21-18,1,118,Strata,1705050,-,14450,1342,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #06-03,1,119,Strata,1607850,-,13511,1255,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #33-10,1,71,Strata,1183410,-,16668,1548,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #33-02,1,119,Strata,1828980,-,15370,1428,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #09-21,1,89,Strata,1241730,-,13952,1296,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #26-20,1,92,Strata,1377810,-,14976,1391,18-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #18-04,1,41,Strata,683640,-,16674,1549,17-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
N.A.,37 Jalan Mas Kuning,1,152,Land,3180000,-,20866,1939,16-Aug-19,Terrace House,Freehold,Unknown,Resale,N.A,5,12,128729,West Region,Clementi
SEAHILL,121 West Coast Crescent  #02-13,1,47,Strata,705000,-,15000,1394,16-Aug-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,N.A,5,12,126778,West Region,Clementi
THE PARC CONDOMINIUM,9 West Coast Walk  #21-17,1,91,Strata,1385000,-,15220,1414,16-Aug-19,Condominium,Freehold,2010,Resale,N.A,5,12,127160,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #02-09,1,89,Strata,1249020,-,14034,1304,16-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
THE PARC CONDOMINIUM,11 West Coast Walk  #02-23,1,141,Strata,1750000,-,12411,1153,16-Aug-19,Condominium,Freehold,2010,Resale,N.A,5,12,127161,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #05-21,1,89,Strata,1225530,-,13770,1279,16-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
BLUE HORIZON,21 West Coast Crescent  #05-02,1,113,Strata,1140000,-,10088,937,14-Aug-19,Condominium,99 Yrs From 14/08/2000,2005,Resale,N.A,5,12,128045,West Region,Clementi
SEAHILL,121 West Coast Crescent  #19-09,1,64,Strata,875000,-,13672,1270,14-Aug-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,Private,5,12,126778,West Region,Clementi
WESTMONT,17E West Coast Road,1,268,Strata,2100000,-,7836,728,14-Aug-19,Terrace House,Freehold,2009,Resale,N.A,5,12,126808,West Region,Clementi
CLEMENTI PARK,135 Sunset Way  #05-03,1,100,Strata,1300000,-,13000,1208,14-Aug-19,Condominium,Freehold,1985,Resale,Private,21,59,597158,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #22-15,1,71,Strata,1129140,-,15903,1477,13-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #32-10,1,71,Strata,1180170,-,16622,1544,13-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #11-07,1,47,Strata,724950,-,15424,1433,12-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #11-03,1,119,Strata,1633770,-,13729,1275,12-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #18-08,1,134,Strata,1937520,-,14459,1343,9-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
N.A.,4 Faber Heights,1,377,Land,5150000,-,13679,1271,8-Aug-19,Semi-Detached House,Freehold,1977,Resale,HDB,5,12,129158,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #09-14,1,57,Strata,854550,-,14992,1393,8-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
SEAHILL,121 West Coast Crescent  #15-11,1,46,Strata,725000,-,15761,1464,8-Aug-19,Condominium,99 Yrs From 26/09/2011,2016,Resale,HDB,5,12,126778,West Region,Clementi
TWIN VEW,91 West Coast Vale  #26-06,1,116,Strata,1850000,-,15948,1482,7-Aug-19,Apartment,99 Yrs From 15/05/2017,Uncompleted,New Sale,N.A,5,12,126755,West Region,Clementi
THE INFINITI,39E West Coast Park  #11-14,1,85,Strata,1120000,-,13176,1224,6-Aug-19,Condominium,Freehold,2008,Resale,HDB,5,12,127716,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #26-12,1,99,Strata,1511460,-,15267,1418,4-Aug-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
BLUE HORIZON,21 West Coast Crescent  #13-04,1,107,Strata,1180000,-,11028,1025,2-Aug-19,Condominium,99 Yrs From 14/08/2000,2005,Resale,Private,5,12,128045,West Region,Clementi
WHISTLER GRAND,107 West Coast Vale  #34-10,1,71,Strata,1186650,-,16713,1553,31-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126751,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #25-20,1,92,Strata,1373760,-,14932,1387,31-Jul-19,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,5,12,126752,West Region,Clementi
THE INFINITI,39B West Coast Park  #05-04,1,118,Strata,1350000,-,11441,1063,31-Jul-19,Condominium,Freehold,2008,Resale,HDB,5,12,127713,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #13-36,1,42,Strata,732000,-,17429,1619,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #11-36,1,42,Strata,726000,-,17286,1606,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,128825,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #18-58,1,85,Strata,1440000,-,16941,1574,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,126740,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #08-09,1,85,Strata,1483000,-,17447,1621,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #16-09,1,85,Strata,1510000,-,17765,1650,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,128796,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #17-60,1,67,Strata,1158000,-,17284,1606,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,126740,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #06-36,1,42,Strata,707000,-,16833,1564,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,5,12,128825,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #08-55,1,64,Strata,1108000,-,17313,1608,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,5,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #02-55,1,64,Strata,1089000,-,17016,1581,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,5,12,128827,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #15-24,1,100,Strata,1735000,-,17350,1612,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,5,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #20-24,1,100,Strata,1750000,-,17500,1626,31-Aug-19,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,5,12,128823,West Region,Clementi
