buildingId,location,buildingType,maxOccupancy,units
386,"POLYGON ((-129.9056176482094 5348.957960526572, -129.44141677359602 5308.960654147917, -236.88378235002716 5307.713699175526, -237.34798322464053 5347.711005554181, -129.9056176482094 5348.957960526572))",Residental,11,"[901,914,941,1021,1139]"
387,"POLYGON ((-3522.284764390791 6158.730496439774, -3525.1071672818753 6198.630797715835, -3422.4794625245077 6205.890310084136, -3419.1429807336244 6192.399166875681, -3421.4875509093326 6206.010515953862, -3348.431285605682 6218.594539756039, -3350.925407212848 6155.010197785633, -3430.0296951459623 6151.947730627179, -3430.5435194470724 6165.219940044956, -3522.284764390791 6158.730496439774))",Commercial,,
388,"POLYGON ((1232.2762831412686 1298.4088221860966, 1234.3471743165933 1216.1859180348747, 1147.782293995216 1223.8695340316926, 1129.2226674636936 1311.7075188348504, 1168.3585928072164 1319.9766994173633, 1180.7996959804266 1261.096127138233, 1193.2311584978136 1259.992693691461, 1182.893589016287 1376.5511339027203, 1222.6244023912736 1381.1838942636693, 1232.2762831412686 1298.4088221860966))",Residental,,
389,"POLYGON ((-1920.9251803852446 894.1855365649241, -1866.5311341365946 893.2909935285325, -1867.237847724193 919.4335526599555, -1827.2524554540068 920.5144805018217, -1825.4168085582278 852.6107237898478, -1959.4170304419174 854.8147362832821, -1962.1270161738005 924.1559096539813, -1922.1575291432875 925.7179936842632, -1920.9251803852446 894.1855365649241))",Residental,,
390,"POLYGON ((-3862.063715165687 6411.610260314758, -3861.267576489231 6441.635892465127, -3869.5860523880515 6442.087909743953, -3867.4156960974055 6482.028985763155, -3775.4065521359125 6477.029305126165, -3773.5885727654877 6409.264315276299, -3862.063715165687 6411.610260314758))",Residental,13,"[1375,1396,1487,1622,1694]"
391,"POLYGON ((-1768.7976364745355 2933.970964702558, -1728.7980390033417 2934.1504142566364, -1728.4587455313267 2858.521347497978, -1768.4583430025205 2858.3418979438993, -1768.7976364745355 2933.970964702558))",Residental,4,[522]
392,"POLYGON ((-2116.5660594178776 4404.884164310585, -2037.0289610221564 4417.808347320785, -2044.7873938823075 4335.944592493613, -2143.9946386301644 4308.93407023622, -2116.5660594178776 4404.884164310585))",Commercial,,
393,"POLYGON ((-1270.4456550669126 5118.948353085153, -1310.4383845015939 5118.185731052695, -1311.3025676877073 5163.504437926212, -1379.1023057167806 5170.520111632955, -1374.9852320129473 5210.307668784874, -1271.9845471208912 5199.649527355716, -1270.4456550669126 5118.948353085153))",Commercial,,
394,"POLYGON ((965.5994167382531 1326.296377729287, 965.1100898731393 1321.0926506323253, 925.2857732017184 1324.8374872982422, 932.137017570118 1397.6967732061457, 989.8898005250495 1397.7049231243875, 991.5291044388625 1326.896684122024, 965.5994167382531 1326.296377729287))",Residental,,
395,"POLYGON ((566.2417123797142 3666.513232867357, 606.230750737302 3665.5768508751084, 604.2016636357068 3578.9228543136364, 564.2126252781194 3579.859236305885, 566.2417123797142 3666.513232867357))",Commercial,,[439]
396,"POLYGON ((-3355.586628690668 5644.230327400102, -3315.8477227163876 5639.667504593191, -3328.3815376814346 5530.50698807246, -3368.120443655715 5535.069810879372, -3355.586628690668 5644.230327400102))",Residental,3,"[1185,1203]"
397,"POLYGON ((2137.1018776725778 4250.3006441445505, 2080.3660601155048 4250.156496431183, 2080.2644331332317 4290.15636733043, 2177.754532834137 4290.404058745712, 2176.399395075706 4206.46512455798, 2075.5229664099716 4208.358587752227, 2076.2736391913913 4248.351543261607, 2137.1018776725778 4250.3006441445505))",Residental,7,"[4,239,333]"
398,"POLYGON ((-3161.3933453341447 6437.0963686567775, -3157.3025472805043 6499.437741748837, -3117.38838804774 6496.818602053902, -3118.3037030043715 6482.869736707858, -3103.490021032987 6484.744823203974, -3098.4669799990143 6445.061463230668, -3161.3933453341447 6437.0963686567775))",Commercial,,
399,"POLYGON ((-3086.315489742714 6068.657575958517, -3046.467037205921 6072.136200747563, -3038.2613187195707 5978.1377952100665, -3078.1097712563637 5974.6591704210205, -3086.315489742714 6068.657575958517))",Residental,10,"[946,1079,1175,1230]"
400,"POLYGON ((-744.0078572511965 1431.147076351361, -704.0617899536493 1429.070611215649, -709.070242283975 1332.7203424811155, -749.0163095815221 1334.7968076168274, -744.0078572511965 1431.147076351361))",Residental,1,[72]
401,"POLYGON ((-1741.6292351073255 5822.55473452913, -1760.0552964455303 5825.925443519289, -1752.8574750251364 5865.272506520232, -1742.3031101326715 5863.3417796016865, -1748.0995134321058 6034.1278869606895, -1708.1290573225892 6035.6649745955365, -1701.5024987369954 5815.214286207233, -1741.6292351073255 5822.55473452913))",Commercial,,[1311]
402,"POLYGON ((-3375.6412069774296 7746.49740962231, -3359.795285168825 7571.253458372018, -3358.319941342193 7362.897504256114, -3544.6918504264813 7380.237116917035, -3559.275709139759 7475.407340921541, -3519.7372446376403 7481.466204248494, -3509.675970662146 7415.809116035845, -3398.273376829599 7405.277413547887, -3399.7697304888097 7569.169226687624, -3415.9108233767697 7747.658788960186, -3499.8206809802236 7750.078756756709, -3498.667556859669 7790.062132111506, -3379.2809630126303 7786.61901206938, -3375.6412069774296 7746.49740962231))",Residental,3,[1560]
403,"POLYGON ((336.00514068942385 4988.225475906066, 375.60001146055544 4993.904050429429, 388.35512467248 4904.966755124164, 295.8349812168109 4918.464647584958, 301.60950707140086 4958.045638617961, 341.1609873491861 4952.275418128511, 336.00514068942385 4988.225475906066))",Commercial,,
404,"POLYGON ((-2057.08434757726 5837.120250914564, -2252.233155803568 5839.858099043641, -2337.3467835652627 5850.829311217767, -2332.2330610329864 5890.501087606818, -2249.139338305703 5879.7902427473855, -1957.314704405495 5877.825251581203, -1957.0323035529277 5837.826248471644, -2057.08434757726 5837.120250914564))",Residental,8,"[981,1098,1274]"
405,"POLYGON ((-1807.250860057735 920.7257453445654, -1806.8417088516153 991.0683274708405, -1751.3917894478648 990.1210250387333, -1749.5592546000792 970.3750837860765, -1750.663179747292 990.1351349570143, -1665.2104024738326 994.9090836130823, -1667.8428058521329 930.8144493170737, -1754.6120932413887 930.3473005975841, -1754.7188256564907 950.1720270997746, -1767.0807967041665 950.3832181234051, -1767.2521249246115 921.3130975860114, -1766.3970473146412 889.6822964058968, -1754.3893896456143 888.9818178333816, -1754.5044187488438 910.3475904445933, -1667.735510445523 910.8147371231589, -1664.134469527258 841.3256181166164, -1751.966098330666 848.7689915190753, -1750.13545557851 870.3705323776735, -1752.2281609974377 848.7877364821201, -1805.3899911938367 851.8889843653208, -1807.250860057735 920.7257453445654))",Residental,6,"[163,225]"
406,"POLYGON ((-3599.134574852933 6258.776228251572, -3384.5954163818637 6273.2488347305125, -3384.114330510584 6279.0686992832925, -3416.2448447763636 6276.564691392144, -3419.3527170496 6316.443772749833, -3340.3796222736264 6322.598335072483, -3347.2829064169023 6239.086885076371, -3526.154414844657 6218.606693134181, -3641.272125999074 6218.873945027011, -3636.466415933851 6310.929282200825, -3596.5208111359857 6308.8439387440285, -3599.134574852933 6258.776228251572))",Commercial,,
407,"POLYGON ((-4105.238774702365 7149.660735595891, -4106.577185216253 7189.638337541184, -3971.995737447841 7194.143991104748, -3964.867972259465 6985.115326838823, -4067.508714660426 6994.133773510133, -4089.0770427302455 7093.2443676168195, -4049.991834808662 7101.750043470426, -4034.683145395871 7031.4036866371625, -4005.7413210640734 7028.860736409005, -4010.1717435989426 7152.84348562995, -4105.238774702365 7149.660735595891))",Residental,8,"[1391,1401,1535,1680]"
408,"POLYGON ((-2805.323936186302 6689.862732173207, -2799.939188527486 6650.226833133942, -2890.387285161688 6637.938978224611, -2895.772032820504 6677.574877263876, -2805.323936186302 6689.862732173207))",Commercial,,[1301]
409,"POLYGON ((-415.3544872038431 3766.1222636708335, -375.35992382632145 3766.7817333376347, -374.1459292644571 3693.1571454472437, -319.4416468100272 3695.283036658331, -317.88835872875734 3655.313206834618, -413.46611360760113 3651.598910623135, -415.3544872038431 3766.1222636708335))",Commercial,,[1330]
410,"POLYGON ((-3300.9393037100945 5334.378852103993, -3299.794060468313 5294.395250241265, -3352.3911507795174 5292.888721079058, -3352.5069602063704 5238.808362270654, -3392.50686849204 5238.8940193660355, -3392.307998438756 5331.761794728632, -3300.9393037100945 5334.378852103993))",Commercial,,"[1304,1314,1319]"
411,"POLYGON ((-1713.4033676180832 4211.473888363901, -1653.1647721561071 4211.936717324503, -1652.8574507143137 4171.937897922783, -1674.1699816580822 4171.774148146268, -1675.166083828347 4120.696924313847, -1715.158479526597 4121.476851435176, -1713.4033676180832 4211.473888363901))",Commercial,,"[829,876]"
412,"POLYGON ((-1944.493238101036 4506.029903443055, -1942.6203152879402 4443.273879375809, -2015.7187893714129 4440.191825769923, -2014.8227268933038 4510.886406155747, -1944.493238101036 4506.029903443055))",Commercial,,
413,"POLYGON ((-3198.5463513132445 5887.577861526106, -3198.355585532372 5927.57740662873, -3101.260468617139 5927.114340717613, -3101.4512343980114 5887.114795614989, -3198.5463513132445 5887.577861526106))",Commercial,,[1329]
414,"POLYGON ((-2056.660743547816 5777.121356658622, -2056.9431444003826 5817.120359768181, -1852.0837384782449 5815.547957269871, -1699.5187825658986 5794.519515806485, -1688.1470463288497 5746.7742872708195, -1751.415911963287 5756.620759351858, -1750.3977320240112 5763.163111702988, -1768.98538166444 5766.5633803007595, -1854.6194911363643 5775.5935717182465, -2056.660743547816 5777.121356658622))",Residental,18,"[907,997,1116,1150,1153,1178]"
415,"POLYGON ((-4446.543371323172 5088.3725207538255, -4449.526179414318 5018.356994364606, -4536.24191950669 5011.004465561122, -4534.00246301517 5072.6579593452225, -4446.543371323172 5088.3725207538255))",Residental,19,"[1382,1477,1480,1605,1626,1652]"
416,"POLYGON ((-2024.370262452758 4339.400383299603, -2016.719136644727 4420.131878769206, -1942.2562583140257 4423.271459800703, -1941.7250827470168 4348.519263872187, -2024.370262452758 4339.400383299603))",Commercial,,[868]
417,"POLYGON ((-2052.699834824671 5240.426008278858, -1973.6220019882867 5246.508427527186, -1973.4635722852622 5145.9038035973235, -2013.463522686993 5145.840812653015, -2013.5540415231305 5203.321280610384, -2098.413595433518 5195.30202752084, -2093.3781256603365 5096.949242082427, -2009.8851960297468 5083.566177989482, -2013.3774523076706 5142.9859837222, -1973.4463582093974 5145.332837811161, -1967.051780245138 5036.530805503012, -2130.392412958518 5062.471640618633, -2137.7185293633947 5231.321726083949, -2052.699834824671 5240.426008278858))",Commercial,,
418,"POLYGON ((-4100.307172403207 5015.555444078153, -4007.7522408974137 5007.682597295846, -4011.1424519051725 4967.826525370444, -4135.912963841049 4977.350760476082, -4115.20614122713 4873.720843676748, -4154.268754167329 4865.111995305204, -4183.219952949603 5019.853517799327, -4100.307172403207 5015.555444078153))",Residental,,
419,"POLYGON ((-936.6721645172399 5885.897319320809, -976.6738912224347 5886.578006837662, -976.8647982513775 5967.079655189738, -898.0003844199152 5970.624421812661, -900.5300833711256 5885.282309282606, -936.6721645172399 5885.897319320809))",Commercial,,
420,"POLYGON ((53.12051372767776 3420.3586759783125, 51.260998896316686 3380.401921798425, -36.79776800328479 3384.5000170126655, -34.93825317192371 3424.456771192553, 53.12051372767776 3420.3586759783125))",Commercial,,
421,"POLYGON ((-852.5663876261906 5046.720218179582, -852.1475021993011 5086.818580359594, -757.0709474100319 5079.074000755119, -756.1389953032482 5004.7158369843655, -853.0834059514086 4997.227954358791, -852.5663876261906 5046.720218179582))",Commercial,,[830]
422,"POLYGON ((-1343.4869702721749 4437.138353916933, -1426.6511223312825 4436.002293608262, -1427.1974896284223 4475.998561968905, -1386.4104184657765 4476.55573199358, -1388.6849288818178 4508.335616851867, -1348.7869844388551 4511.1911429375905, -1343.4869702721749 4437.138353916933))",Commercial,,[838]
423,"POLYGON ((-778.9236124141328 6032.128343630022, -778.5455689218861 5992.130130130941, -887.7800423893132 5991.0976994744, -888.1580858815598 6031.09591297348, -778.9236124141328 6032.128343630022))",Commercial,,
424,"POLYGON ((1671.5035508746146 4418.836227309187, 1711.4846554363226 4417.606886825096, 1708.433580425192 4318.378600907346, 1728.345831383633 4320.79764178259, 1734.4660845801045 4405.59294316286, 1728.1322146933223 4463.144922250602, 1705.8477313346623 4466.284073692727, 1711.0983393725178 4425.533045129639, 1671.426287661854 4420.421458970095, 1659.470594035531 4513.2120098825235, 1764.491758482071 4498.417978783841, 1774.6245820833778 4406.347244394559, 1765.8706198531274 4285.06225147735, 1667.0210182465926 4273.053502326543, 1671.5035508746146 4418.836227309187))",Commercial,,
425,"POLYGON ((-2832.597649332366 6347.129326701516, -2872.5972192677764 6346.943840900863, -2872.8812417643785 6408.192613992974, -2878.1376193516508 6407.8575098864985, -2882.971156707789 6344.830248965475, -2922.8540470343964 6347.888853090854, -2915.363260462217 6445.565507888792, -2833.0784429499236 6450.81132210041, -2832.597649332366 6347.129326701516))",Commercial,,
426,"POLYGON ((-2205.743916199175 2541.932571343502, -2245.5456729207976 2545.9100280526077, -2242.3635150551663 2577.75335972928, -2320.322358077546 2581.081871624531, -2318.616082258405 2621.0454628398984, -2198.351160885912 2615.910660861695, -2205.743916199175 2541.932571343502))",Commercial,,[849]
427,"POLYGON ((1834.3641283297043 4412.005533229297, 1794.604190833298 4407.629762407847, 1784.843436048934 4496.319736352933, 1978.564554723067 4480.094468357989, 1984.731044533675 4311.426544580943, 1889.3205882073562 4301.068918728443, 1885.0036073248095 4340.83528235475, 1944.206069376885 4347.262218930601, 1940.7122809693733 4443.337725820786, 1829.8906025276378 4452.653710096062, 1834.3641283297043 4412.005533229297))",Residental,1,[151]
428,"POLYGON ((-703.5351571022688 5141.880239145243, -702.0102061230647 5129.764873097401, -642.6639455018152 5117.0621305635905, -651.0360893464772 5077.948102294384, -738.1506957219492 5096.594507377666, -750.4281821302358 5194.136162166747, -672.0500623383374 5175.512731145233, -681.29701457264 5136.596232402714, -703.5351571022688 5141.880239145243))",Commercial,,
429,"POLYGON ((-298.41403125556695 5066.562645769078, -258.8506873734173 5072.456865044166, -244.16821434761792 4900.546421670628, -284.147972586999 4899.274049429244, -298.41403125556695 5066.562645769078))",Commercial,77,"[1312,1342]"
430,"POLYGON ((770.6549966879196 623.6761677613031, 759.1390972089816 732.1340015256918, 798.9155081376715 736.3574046123034, 816.001490300438 575.4400037180108, 742.1289167504981 587.9321494038161, 748.7983872304212 627.3722072576967, 770.6549966879196 623.6761677613031))",Commercial,,
431,"POLYGON ((2074.396957237842 4148.369154488158, 2075.1476300192617 4188.362109997537, 2178.0815198962537 4186.430027998792, 2195.7688499513733 4101.955402620919, 2075.2504399793456 4110.151031628759, 2074.396957237842 4148.369154488158))",Commercial,,
432,"POLYGON ((613.0934191244262 1645.708726435973, 545.3187703214126 1659.68857345414, 553.3994387262798 1698.8638564541463, 565.0840002279629 1696.4536870891577, 558.7376709777336 1739.012023306125, 598.3002136906554 1744.9116177064427, 613.0934191244262 1645.708726435973))",Residental,4,[135]
433,"POLYGON ((-661.0598800451357 4858.141517512118, -659.3976593373925 4848.01019288827, -749.0198285602174 4833.306111133315, -740.0531331952786 4891.112334518484, -646.7645955327471 4899.609111669665, -645.8737828546027 4889.82862542215, -596.0582599641943 4895.523171515972, -591.5153383552927 4855.7819855339785, -658.9143610437616 4848.0774223956505, -661.0598800451357 4858.141517512118))",Residental,6,"[517,757]"
