Origin,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
Peru,0,0,0,0,0,0,0,239581,0,1141,10570,1679,0,327,0,0,0,0,3661,0,0,30,0,11743,3,0,18406,0,36,0,0,3,0,0,31060,21,0,0,0,185731,21641,5391,0,0,0,4554,0,85,89,107,39,376,895,0,0,2753,19960,5,235,0,0,18,0,15,0,506,11859,0,0,0,20,18630,0,285,0,0,0,475,0,0,0,745,387,0,204,77,0,0,0,0,321,0,2730,112888,0,68642,2,0,17,0,527,0,0,0,0,0,5,0,0,0,0,0,15,105,0,0,0,0,126,0,0,34,0,4,0,5448,0,0,12,0,0,0,0,0,0,0,4066,0,0,236,0,0,0,1513,0,0,0,4429,0,1686,0,114,120,295,958,0,11,277,0,0,2,0,0,0,48,0,0,0,0,65,120,0,0,334,0,188103,0,0,0,0,0,0,0,0,7509,9820,0,0,0,0,0,0,0,0,0,79,0,0,0,0,76,0,6383,427445,1433,0,0,47739,133,0,0,0,0,0
Philippines,0,0,979,1581,389,0,0,3577,0,1010,246430,12821,0,1164,49322,0,0,0,10731,0,0,1121,21,48,0,0,437,14227,73,0,0,0,156,0,528257,2419,0,0,0,249,121320,102,0,0,0,318,0,73,7,0,8484,664,10532,0,0,158,184,1816,19,0,0,43,0,157,0,3568,15454,0,0,0,0,35000,43,8316,130,0,35410,69,2,0,0,0,0,119757,322,1640,0,4117,0,0,16467,0,2780,145484,0,238797,3873,0,234,0,2954,49273,0,197751,0,0,3,1239,0,0,4508,40,0,201,12243,0,0,0,410149,1280,0,599,542,0,0,592,541,0,0,157,0,0,0,0,227,0,12967,0,39788,20,0,0,12324,21378,40397,0,2997,1653,1535,27,376,0,209,492,185,185000,8,147,0,0,1,0,583985,0,42,712,0,15874,0,41,157,117,0,2474,0,45279,0,1,0,0,0,0,0,0,12406,13501,0,0,0,17581,796,0,0,348,0,864,0,0,0,0,2,538590,143000,1941665,17,0,42,163,292,0,0,0,0,0
Poland,0,0,151,0,0,0,0,7589,0,14,55010,72220,5033,20,0,0,0,476,75956,0,0,32,0,226,38,0,4267,0,2286,0,0,0,0,0,195712,0,0,0,0,552,794,272,0,0,0,303,0,1045,99,0,833,26000,37090,0,0,657,458,357,5,0,0,929,0,298,0,4404,113345,0,0,0,3007,1334000,75,15380,31,0,0,0,0,0,0,0,3,0,3404,12025,0,0,0,0,137131,0,57824,114429,0,1240,82,29952,85,0,0,0,0,0,3568,0,806,0,0,0,693,60,3877,3341,0,100,0,0,0,0,0,311,0,0,0,799,0,8374,58,13,84,0,0,0,155,0,117904,0,2072,10,0,0,0,96066,0,0,0,202,0,894,231,113,0,1007,25,0,490,29227,0,0,29,0,0,0,1435,0,0,0,0,6872,632,0,0,16276,0,52690,0,0,0,0,0,0,0,0,85517,34706,0,37,0,0,0,0,0,0,0,5057,3521,0,0,0,145106,0,907000,424928,1178,22768,0,925,0,0,0,0,0,0
Portugal,0,0,0,0,11830,92793,0,6785,0,165,19460,2615,0,16,0,0,0,0,35435,0,0,1607,0,182,0,550,169069,0,418,0,0,1187,0,0,172749,0,295,0,13986,312,375,121,0,0,1462,91,0,48,16,938,75,349,2251,0,0,220,535,46,13,0,0,267,0,15,0,555,724000,0,0,0,0,136080,0,319,0,0,0,30,151,862,0,0,7,110,520,636,154,0,0,0,2673,0,0,6305,0,485,9,0,111,0,0,0,0,0,0,0,37,0,0,0,0,658,45,100460,1616,0,0,0,390,0,0,71,0,0,0,543,0,102,618,0,0,0,4897,0,400,0,17201,0,0,5,0,0,0,3166,0,0,0,262,0,44,152,61,147,0,46,0,978,232,0,0,1,113,0,0,38,4,0,0,2,209,163,0,0,44925,0,99501,33,2,0,0,0,0,0,0,3583,222277,0,0,0,607,348,0,0,0,0,333,0,0,0,0,38,0,142000,176638,565,0,0,55441,0,0,0,0,0,0
Puerto Rico,0,0,0,0,0,0,55,358,0,27,170,4,0,9,0,0,0,0,0,0,0,12,0,39,0,0,0,0,0,0,0,0,0,0,467,63,0,0,0,230,0,590,0,0,0,358,0,0,128,15,5,0,0,0,16,12120,730,0,62,0,0,1,0,0,0,0,59,0,0,0,0,0,0,39,0,0,4050,105,0,0,0,3282,130,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,0,0,0,0,0,0,0,0,0,0,147,0,0,60,0,0,1018,30,0,0,0,744,0,39,161,53,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,2,2,0,0,0,0,0,0,87,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1903730,43,0,0,425,0,4646,0,0,0,0
Qatar,0,0,315,0,0,0,0,9,0,0,1140,38,0,0,355,0,0,0,85,0,0,2,0,1,0,0,0,0,27,0,0,0,0,0,1918,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,13,59,24,0,0,0,0,583,0,0,0,1,0,0,0,17,149,0,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0,0,78,3,0,0,0,0,75,0,0,102,0,0,224,0,17,0,0,0,0,678,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0,0,0,0,25,0,16,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,70,430,0,0,3,0,0,1,123,27,3,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,91,276,0,0,0,0,0,0,0,176,108,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2549,2218,2249,0,0,0,0,0,0,10151,0,0,0
Romania,0,0,132,0,0,0,0,1118,0,2,17230,98727,756,106,0,0,0,22,72751,0,0,61,0,74,390,0,2089,0,8524,0,0,0,0,0,96031,0,0,0,0,447,460,236,0,0,0,118,0,485,71,0,6367,12800,21894,0,0,43,444,246,1,0,0,442,0,195,0,2845,91158,0,0,0,451,533660,0,45355,15,0,0,0,4,0,0,0,0,0,208362,522,0,0,0,0,21422,0,77770,1024132,0,0,272,0,30,0,0,0,0,0,535,0,70,0,0,0,609,32,165,1844,0,24,0,0,0,0,0,848,0,40,0,279,0,1322,27,0,91,0,0,0,26,0,18032,0,2380,0,0,0,0,13558,0,0,0,187,0,0,187,36,2659,23513,19,0,0,3913,0,0,129,0,0,0,8732,4,0,0,0,8735,605,0,0,2671,0,639676,0,0,0,0,0,0,0,0,26358,19499,0,0,0,0,0,0,0,0,0,30706,528,0,0,0,0,0,340000,161629,616,3418,0,887,0,0,0,0,0,0
Russian Federation,0,466,1609,0,0,0,0,2726,20528,9,24880,32963,175048,58,0,0,0,686316,7783,0,0,22,0,341,170,0,1699,0,30950,0,0,715,30,0,84905,0,147,0,0,734,9714,719,0,0,2614,602,0,1276,2101,0,15309,35700,5988,0,0,492,2177,7055,18,0,0,75468,0,97,0,12766,64965,0,0,0,104549,957000,103,53209,0,0,0,0,304,0,0,0,25,89,4053,0,1334,0,0,278,7065,0,116632,78380,0,8573,600,2411227,57,0,146,4816,0,0,124085,0,131804,193,0,0,7408,52,99224,415,0,215,123,0,1981,0,749,1188,0,137,49,1606,0,221965,50,2758,795,0,0,0,420,0,60808,0,5830,200,0,0,0,17490,0,0,0,1027,27,580,644,69,40879,5862,23,0,7280,0,0,0,48,0,0,0,3803,97,69,0,0,2855,2963,0,0,5608,0,85190,150,5,0,0,0,0,0,0,19450,22293,0,241702,0,8413,0,0,0,0,0,34486,122476,0,0,446,3309525,0,41000,397236,193,868913,8,684,0,0,0,0,0,0
Rwanda,0,0,0,0,0,7264,0,13,0,77,1010,237,0,0,0,0,0,0,14209,0,0,1,0,1,0,0,16,0,2,0,66530,0,0,823,5720,0,0,0,0,6,176,5,0,298642,25495,16,0,0,0,0,0,11,361,0,0,0,11,42,0,0,469,2,158,0,0,474,6287,0,200,0,0,1237,582,95,0,0,0,0,37,0,0,0,0,0,18,1,0,0,0,0,163,0,0,786,0,0,0,0,6296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,6697,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,331,0,1118,0,0,0,0,0,0,637,0,0,0,0,0,0,732,0,6,20,0,0,1,45,0,0,0,557,0,0,0,1,0,0,0,2,1,0,0,7802,0,285,0,0,0,0,0,0,0,144,592,1049,0,0,24947,4,0,2285,0,0,0,24,0,0,0,108638,13,0,3919,825,0,0,1,8,0,0,0,0,7827,713
Samoa,0,0,0,30947,0,0,0,1,0,0,29490,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,127,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,15,0,0,0,0,1,0,0,0,0,0,0,299,3,17,0,0,0,0,0,0,440,0,0,0,0,27,0,0,0,0,0,2,0,0,0,0,0,30,0,0,58,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,0,54041,0,0,0,0,4,0,0,0,3,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,317,0,0,24,0,0,16,0,0,0,190,18405,0,0,4,0,0,0,0,0,0,0
San Marino,0,0,0,0,0,0,0,20,0,1,10,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,42,0,6,0,0,0,0,0,18,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,222,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,773,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,0,0,0,0,0,54516,0,0,0,0,20,2,0,0,0,0,0,0,96,0,0,0,0,0,0,0,71,0,0,0,0,1754,0,0,11,0,79,0,0,14,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,8,0,7,0,1642,0,0,0,0,0,0,233,0,6200,0,0,0,0,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,18506,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,190,0,0,0,0,0,0,0,0,11,68,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,842,133,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,0,0,7878,0,0,0,0,83,0,4,12580,719,0,4,668,0,0,0,640,0,0,3,0,13,0,0,401,0,54,0,0,0,0,0,15842,0,132,0,0,23,950,74,0,0,0,13,0,0,6,0,274,143,159,0,0,32,131,14604,2,0,0,10,0,0,0,360,2526,0,0,0,0,3757,0,418,0,0,0,33,433,0,0,0,0,0,473,8,4431,2315,0,687,1861,0,0,1047,0,0,5074,0,906,0,0,0,0,2263,0,0,0,1623,0,0,36268,0,0,0,0,0,0,0,132,0,0,33,0,661,0,78,0,0,0,0,0,1343,0,0,0,0,2346,0,2002,6,0,0,0,714,1869,0,0,51,0,11,40,756,188,14,0,1466,17,219,0,0,0,0,0,1389,0,0,0,0,0,41,26,0,0,1021,0,1085,1417,2,0,0,0,0,0,0,3768,1207,0,0,0,2,0,0,0,0,0,6622,0,0,0,0,74,6275,35511,99849,3,0,0,1643,154,0,21864,0,0,0
Senegal,0,0,249,0,0,0,0,459,0,0,400,386,0,2,0,0,0,0,5873,0,0,3,0,8,0,0,227,0,16,4057,0,1514,0,6652,5795,0,2707,0,0,8,154,13,0,0,13463,5,21359,0,0,0,11,120,162,0,0,4,0,461,0,0,0,2,0,0,0,188,119661,0,29057,126156,0,4181,116,628,0,0,0,0,4299,11619,0,0,0,0,40,24,0,0,0,0,45,0,0,93567,0,0,11,0,103,0,0,0,0,0,0,0,0,0,0,358,1145,0,0,33,0,0,0,0,0,0,12310,1,0,45775,0,45,0,0,26,0,0,1850,0,0,26,0,1027,0,0,192,1343,4505,0,269,0,0,0,2,0,0,1,0,95,2148,0,0,21,73,0,0,0,46,0,0,0,6,706,0,0,16,7,0,0,4558,0,63004,0,0,0,0,0,0,0,0,807,2664,0,0,0,0,0,1033,0,0,417,100,0,0,0,0,20,0,1750,41631,1,0,0,14,0,0,0,0,148,0
Serbia,0,34896,0,0,0,0,0,14,0,1,33690,137057,0,0,0,0,0,34,2520,0,0,7,0,21,9831,0,530,0,4190,0,0,0,0,0,45379,0,0,0,0,0,149,0,0,0,0,23,0,49828,0,0,2982,4309,1164,0,0,249,0,1,0,0,0,22,0,152,0,183,85988,0,0,0,0,183000,0,8365,0,0,0,0,1,0,0,0,0,0,34005,309,0,0,0,0,720,0,0,44266,0,0,58,0,32,0,0,0,0,0,0,0,11,0,0,0,0,323,0,6282,0,17963,0,0,0,0,0,690,0,0,0,79,0,0,0,0,14992,0,0,0,0,0,176,0,1132,0,0,0,0,4746,0,0,0,27,0,0,0,0,1109,54,11,0,7628,0,0,0,3,0,0,0,0,1,0,0,0,2040,32459,0,0,6401,0,4231,0,0,0,0,0,0,0,0,10092,64557,0,0,0,0,0,0,0,0,0,109701,0,0,0,0,0,0,7385,37654,12,0,0,842,0,0,0,0,0,0
Seychelles,0,0,0,0,0,0,0,0,0,0,2910,30,0,0,0,0,0,0,80,0,0,4,0,0,0,275,35,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,4,19,0,0,0,0,29,0,0,0,0,0,0,0,6,616,0,0,0,0,0,0,31,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,30,0,0,929,0,0,1,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,168,0,0,0,0,0,0,0,0,0,51,0,86,0,0,2,0,0,0,12,0,0,0,0,0,0,1,0,10,4,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,7,24537,0,0,1098,0,40,25,0,0,0,0,0,0,0,67,244,0,0,445,0,0,0,0,0,0,1,0,0,0,0,1,0,3178,1365,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,21,0,0,3850,251,0,3,0,0,0,0,2114,0,0,6,0,2,0,0,7,0,2,0,0,15,0,0,3359,0,0,0,0,2,134,1,0,0,0,9,742,0,0,0,5,38,322,0,0,20,11,97,0,0,0,1,0,0,0,131,1320,0,0,2481,0,4504,2402,205,0,0,0,0,226415,850,0,0,0,0,37,15,0,0,0,0,413,0,0,1418,0,0,2,0,157,0,0,0,0,0,0,0,0,0,0,18900,242,0,0,3,0,0,0,0,0,0,9608,8,0,0,0,5,0,0,0,0,0,0,0,0,150,0,3890,0,0,0,0,4195,0,505,0,0,0,1,0,0,6,0,10,55,0,0,8,12,0,0,0,0,0,14527,0,1,0,0,0,2,10,0,0,817,0,961,0,2,0,0,0,0,0,13,837,336,0,0,0,0,0,107,0,0,0,13,0,0,0,0,0,0,30000,38101,0,0,0,4,0,0,0,0,0,0
Singapore,0,0,149,0,0,0,0,56,0,8,72860,312,0,0,0,9811,0,0,627,0,0,31,19,1,0,0,140,2285,17,0,0,0,126,0,12789,0,0,0,0,73,12191,8,0,0,0,12,0,0,2,0,39,59,440,0,0,20,39,276,2,0,0,8,0,0,0,218,2395,0,0,0,0,2862,0,80,0,0,0,9,0,0,0,0,0,10033,91,16,4186,23045,0,0,452,0,0,577,0,2796,6,0,33,0,0,0,0,0,0,0,3,0,0,0,683,0,0,13,0,0,0,0,81109,80,0,38,0,0,40,14,0,0,0,0,0,0,0,0,0,0,3668,0,5727,2,0,0,0,762,0,0,0,47,53,0,12,845,16,29,0,0,5,50,0,0,0,0,0,0,0,1,0,0,0,17,21,0,0,1500,0,530,612,1,0,0,0,0,0,0,738,1978,0,0,0,2962,77,0,0,0,0,295,0,0,0,0,3,0,46000,28940,5,0,0,18,1830,0,0,0,0,0
Sint Maarten (Dutch part),0,0,0,0,0,0,27,0,0,705,10,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,16,0,0,108,0,0,0,0,0,0,23,0,0,0,0,0,0,0,509,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23421,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,0,133,0,172,0,0,0,0
Slovak Republic,0,0,0,0,0,0,0,202,0,6,6520,37959,0,0,0,0,0,26,1543,0,0,1,0,20,3259,0,259,0,473,0,0,0,0,0,17287,0,0,0,0,65,203,10,0,0,0,22,0,626,19,0,160,289600,2312,0,0,12,74,59,0,0,0,182,0,19,0,223,4520,0,0,0,0,40000,0,847,0,0,0,0,0,0,0,0,0,0,21145,263,0,0,0,0,12731,0,0,10806,0,0,22,0,14,0,0,0,0,0,0,0,24,0,0,0,0,36,26,751,0,37,0,0,0,0,0,127,0,0,0,106,0,0,29,4,48,0,0,0,0,0,3489,0,0,2,0,0,0,3975,0,0,0,37,0,0,1,0,1389,96,0,0,248,1833,0,0,9,0,0,0,766,1,0,0,0,0,791,0,0,694,0,5846,0,0,0,0,0,0,0,0,1571,16962,0,0,0,0,0,0,0,0,0,467,0,0,0,0,2148,0,95000,24145,14,0,1,24,0,0,0,0,0,0
Slovenia,0,804,0,0,0,0,0,1078,0,1,7730,22218,0,0,0,0,0,0,183,0,0,3,0,9,1886,0,216,0,117,0,0,0,0,0,10815,0,46,0,0,51,0,30,0,0,0,8,0,47768,0,0,17,584,385,0,0,4,35,5,0,0,0,45,0,0,0,60,2706,0,0,0,0,31000,0,478,0,0,0,0,27,0,0,0,0,0,425,38,0,0,0,0,225,0,0,4578,0,0,6,0,9,0,0,0,0,0,0,0,7,0,0,0,0,118,0,511,0,256,0,0,0,0,0,45,0,0,0,20,0,0,56,0,1390,0,0,0,0,0,320,0,0,0,0,0,0,392,0,0,0,13,0,0,36,0,164,59,0,0,88,350,0,0,0,0,0,0,13762,0,0,0,0,328,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,1252,5330,0,0,0,0,0,0,0,0,0,217,0,0,0,0,130,0,1883,9510,22,0,0,104,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,2430,6,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,711,5,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,1,297,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,2,0,0,1,0,63,0,297,108,0,0,121,0,0,0,0,0,0,0
Somalia,0,0,23215,0,0,0,0,9,0,0,8960,4482,0,0,1075,0,0,0,5517,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,25875,0,0,0,0,14,385,0,0,0,0,15,0,0,0,0,13,65,11790,102305,0,4,0,43038,1,0,2472,5,475183,0,0,10570,1911,0,0,0,0,8053,0,728,0,0,0,0,5,0,0,0,0,0,663,6,0,0,0,422,1391,0,0,11663,0,0,75,0,485864,0,0,0,0,3452,0,0,3,0,0,0,106880,0,0,3,0,0,0,54,2870,0,0,1298,0,0,0,10,0,0,0,0,0,405,0,0,85,0,26810,0,1177,38,0,0,0,28321,0,499,0,3,0,0,8,0,15,1,0,2359,6,59,0,0,0,0,0,0,0,64,0,0,0,16,45,0,0,30847,0,274,0,0,0,0,0,153,0,92,60623,6245,2588,0,3536,142,0,0,0,0,956,2571,0,0,0,40404,13,9284,103000,93020,1,0,0,2,0,0,0,278891,0,0
South Africa,0,0,145,0,0,42688,46,406,0,24,181450,2523,0,108,0,0,0,0,3733,0,0,259,0,17,3,38607,1944,0,260,0,0,0,0,0,47152,51,56,0,0,21290,1925,56,0,0,0,57,0,197,0,0,5847,548,983,0,0,335,181,267,4,0,122,38,0,20,0,887,5258,0,12,0,0,18428,0,6784,0,0,0,0,1215,0,0,0,3,0,370,86,0,0,0,0,9661,609,11926,5568,0,0,58,0,763,0,0,2075,0,0,0,0,9,0,2680,0,661,31,0,49,0,0,0,8325,2889,0,0,217,0,0,890,238,0,0,40,0,0,0,9856,0,7872,0,13918,0,57897,3,0,0,0,1509,0,0,0,47,0,160,136,838,408,11392,0,0,17,240,0,0,0,0,0,0,140,257,227,0,0,121,111,0,0,0,0,2799,263,5,10,0,0,0,0,13007,2515,7749,0,0,7698,2438,0,0,0,0,0,439,0,0,0,0,19,0,245000,94141,42,0,3,72,0,0,0,0,3221,18610
South Sudan,0,0,395,0,0,0,0,0,0,0,4610,339,0,0,1759,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,8138,0,2386,206427,0,3,0,0,0,9329,0,0,0,0,1,0,335,82,380,0,0,7,4,732,0,0,1499,0,417150,2,0,0,1533,0,0,0,0,0,26,312,0,0,0,0,2,0,0,0,0,0,102,0,0,0,0,375,815,0,0,1378,0,0,278,0,91862,0,0,0,0,4888,0,0,0,89,0,0,1815,0,0,2,0,0,0,0,0,0,0,12,0,85,0,1,0,0,0,0,0,2950,0,0,0,0,2491,0,0,0,479,0,0,191,1042,0,0,0,0,0,1,35,66,2,0,3859,10,138,0,0,0,612,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,0,0,0,301885,0,0,5,605,0,0,0,1,0,0,0,0,90,69,0,0,0,903199,0,15186,0,25466,0,0,0,4,0,0,0,2650,0,0
Spain,0,0,161,0,22411,0,12,101726,0,41,19140,6843,0,115,0,0,0,34,47366,0,0,128,0,12679,0,0,37663,0,6440,0,0,146,0,0,12284,39,0,0,0,12100,3425,7086,0,0,0,3068,0,183,5008,20,184,1368,5392,0,0,10167,10888,391,537,1406,0,770,0,8,0,2774,315179,98,0,0,18,163560,0,1159,0,0,0,1373,1153,0,0,2752,530,407,2214,631,0,0,0,0,8336,0,2140,31953,0,2348,306,0,139,0,0,0,0,0,0,0,158,0,0,56,742,341,586,4241,0,0,0,0,23,0,0,188,0,185,27,22646,0,0,308,0,0,4200,0,0,318,0,26250,150,0,474,0,0,0,6583,0,0,0,3822,0,1041,5900,1346,5166,16366,1772,0,39492,1394,0,0,3,0,0,0,156,24,0,0,3,990,526,0,0,2406,0,0,35,1,0,0,0,0,0,0,10199,68932,0,0,0,0,0,0,0,0,0,1788,0,0,0,87,229,0,157000,105975,16393,0,1,75744,0,0,0,0,0,0
Sri Lanka,0,0,0,0,0,0,0,17,0,1,117730,898,0,40,10099,0,0,0,2115,0,0,237,37,2,0,1994,49,4166,12,0,0,0,48,0,153625,0,0,0,0,10,6361,8,0,0,0,44,0,0,5,0,11627,214,6926,0,0,0,14,210,4,0,0,25,0,11,0,981,48591,0,0,0,0,43000,32,1791,0,0,0,0,1,0,0,0,0,794,77,168,153643,0,0,0,579,0,0,88656,0,10494,12582,0,234,0,154,21653,0,39837,0,0,28,4025,0,0,375,0,0,13,0,0,0,0,6766,8451,0,23,0,0,1131,19,0,0,0,0,0,0,0,0,0,618,10250,0,10221,0,0,0,0,9338,26268,541,0,9,324,0,28,177,93,27,0,55825,0,588,0,0,0,0,479391,0,0,604,0,11066,0,16,18,0,0,1627,0,633,0,0,0,0,0,0,0,17,7025,32635,0,0,0,7931,0,0,0,0,0,61,0,0,0,0,63,114911,142000,55049,2,0,0,2,386,0,0,0,0,0
